Course Code,Course Name
  GGR197H1,"Nature, Conservation and Justice"
  GGR198H1,Mobility and Borders
  GGR199H1,"Race, Conflict, and the Urban Landscape"
  GGR201H1,Geomorphology
  GGR203H1,Introduction to Climatology
  GGR205H1,Introduction to Soil Science
  GGR206H1,Introduction to Hydrology
  GGR217H1,Urban Landscapes and Planning
  GGR221H1,New Economic Spaces
  GGR223H1,"Environment, Society and Resources"
  GGR225H1,Power of Maps and Geographic Information
  GGR240H1,Geographies of Colonialism in North America
  GGR241H1,Geographies of Urban Social Exclusion
  GGR246H1,Geography of Canada
  GGR251H1,Geography of Innovation
  GGR252H1,Marketing Geography
  GGR254H1,Geography USA
  GGR270H1,Introductory Analytical Methods
  GGR271H1,Social Research Methods
  GGR272H1,Geographic Information and Mapping I
  GGR273H1,Geographic Information and Mapping II
  GGR274H1,Introductory Computation and Data Science for the Social Sciences 
  GGR299Y1,Research Opportunity Program
  GGR301H1,Fluvial Geomorphology
  GGR305H1,Biogeography
  GGR308H1,Canadian Arctic and Subarctic Environments
  GGR310H1,Bioenergy from Sustainable Forest Management
  GGR314H1,Global Warming
  GGR320H1,"Geographies of Transnationalism, Migration, and Gender"
  GGR323H1,"Commons, Commoning and Nature"
  GGR324H1,Spatial Political Economy
  GGR326H1,Remaking the Global Economy
  GGR327H1,Geography and Gender
  GGR328H1,Labour Geographies
  GGR329H1,The Global Food System
  GGR332H1,Social Geographies of Climate Change
  GGR334H1,Water Resource Management
  GGR336H1,Urban Historical Geography of North America
  GGR337H1,Environmental Remote Sensing
  GGR338H1,Environmental Issues in the Global South
  GGR339H1,"Urban Geography, Planning and Political Processes"
  GGR340H1,Health Geography
  GGR341H1,The Changing Geography of Latin America
  GGR342H1,The Changing Geography of Southeast Asia
  GGR343H1,The Changing Geography of China
  GGR344H1,Political Economy of Germany and the EU
  GGR347H1,Efficient Use of Energy
  GGR348H1,Carbon-Free Energy
  GGR349H1,Managing Urban Natures
  GGR352H1,Understanding Spatiality
  GGR354H1,Infrastructure
  GGR357H1,Housing and Community Development
  GGR359H1,Comparative Urban Policy
  GGR360H1,"Culture, History, and Landscape"
  GGR363H1,"Critical Geographies: An Introduction to Radical Ideas on Space, Society and Culture"
  GGR372H1,GIS for Public Health
  GGR373H1,Advanced Geographic Information Systems
  GGR374H1,Urban Dynamics
  GGR382H1,Field Course in Human Geography
  GGR385H1,Special Topics in Geography
  GGR386H1,Special Topics in Geographic Information Systems
  GGR387H1,Special Topics in Environmental Geography
  GGR388H1,Special Topics in Physical & Environmental Geography
  GGR389H1,Special Topics in Human Geography
  GGR390H1,Field Methods
  GGR398H0,Research Excursions
  GGR398Y0,Research Excursions
  GGR399Y1,Research Opportunity Program
  GGR400H1,Special Topics in Geography I
  GGR401H1,Special Topics in Geography II
  GGR405H1,Sustainable Systems for Natural Resources Management
  GGR406H1,Geomorphology and the Anthropocene
  GGR413H1,Watershed Hydroecology
  GGR414H1,Advanced Remote Sensing
  GGR416H1,Environmental Impact Assessment
  GGR418H1,Political Economy of Natural Resources
  GGR419H1,Environmental Justice
  GGR420H1,Critical Development Geography
  GGR421H1,Histories of Geographical Thought
  GGR424H1,Transportation Geography and Planning
  GGR428H1,Alternative Economies: Another Economy is Possible
  GGR429H1,Innovation and Governance
  GGR430H1,Geographies of Markets
  GGR431H1,Regional Dynamics
  GGR433H1,Built Environment and Health
  GGR434H1,Building Community Resilience
  GGR438H1,Environment and Development
  GGR452H1,"Space, Power, Geography: Understanding Spatiality"
  GGR456H1,"Entanglements of Power: Race, Sexuality and the City"
  GGR457H1,The Post-War Suburbs
  GGR458H1,Selected Topics in Urban Geography
  GGR460H1,"Global Cities, Urban Planning, Critical Theory"
  GGR462H1,GIS Research Project
  GGR472H1,Developing Web Maps
  GGR481H1,Field Course in Environmental Geography
  GGR482H1,Toronto Field Course
  GGR491Y1,Research Project
  GGR492H1,Senior Practicum
  GGR492Y1,Senior Practicum
  GGR493Y1,Geography Professional Experience 
  GGR496H1,Independent Research
  GGR497H1,Independent Research
  GGR498H1,Independent Research
  GGR499H1,Independent Research
  GRK101H1,Introductory Ancient Greek I
  GRK102H1,Introductory Ancient Greek II
  GRK201H1,Intermediate Ancient Greek I
  GRK202H1,Intermediate Ancient Greek II
  GRK340H1,Greek Philosophy I
  GRK341H1,Greek Historians I
  GRK342H1,Greek Orators I
  GRK343H1,Greek Prose Authors I
  GRK350H1,Greek Epic I
  GRK351H1,Greek Comedy I
  GRK352H1,Greek Tragedy I
  GRK353H1,Greek Verse Authors I
  GRK428H1,Independent Studies
  GRK429H1,Independent Studies
  GRK430H1,Advanced Greek Language Study
  GRK440H1,Greek Philiosophy II
  GRK441H1,Greek Historians II
  GRK442H1,Greek Orators II
  GRK443H1,Greek Prose Authors II
  GRK450H1,Greek Epic II
  GRK451H1,Greek Comedy II
  GRK452H1,Greek Tragedy II
  GRK453H1,Greek Verse Authors II
  HIS100Y1,History of the Arctic
  HIS101Y1,Histories of Violence
  HIS102Y1,"Empires, Encounters and Exchanges"
  HIS103Y1,Strategy and Statecraft: War and Diplomacy in European History
  HIS106Y1,"The African Diaspora in the Americas, 1492-1804"
  HIS107Y1,Approaches to East Asian History
  HIS108Y1,What is History?
  HIS109Y1,"The Development of European Civilization, 1350-1945"
  HIS110Y1,History of the Indian Ocean World
  HIS111H1,"Fake S*** in History:  Misinformation, Unreal Authentics, Hidden Figures, and the Telling of Histories"
  HIS112H1,Ten Events that Changed the World
  HIS191H1,Pandemics and Human History
  HIS192H1,A History of Queer Asia
  HIS193H1,Calls to Action: The TRC and Residential Schools in Canadian History
  HIS194H1,"Power, Resistance, and the Graphic Novel"
  HIS195H1,Drunk History
  HIS196H1,Religion and Violence
  HIS197H1,"Microhistory, Global History, and Historical Narrative"
  HIS198H1,Decolonizing Women's History
  HIS199H1,Soccer: The History of the World’s Game
  HIS202H1,"Gender, Race and Science"
  HIS205H1,From Women's History to Gender History
  HIS205Y1,Topics in Women's History
  HIS208Y1,History of the Jewish People
  HIS218H1,Environmental History
  HIS220Y1,The Shape of Medieval Society
  HIS221H1,African American History to 1865
  HIS222H1,African American History from 1865 to the Present
  HIS230H1,Indigenous and Early Colonial Caribbean History
  HIS231H1,Revolution and Emancipation in the Colonial Caribbean
  HIS240H1,World War I in Europe
  HIS241H1,"Europe in the Nineteenth Century, 1815-1914"
  HIS242H1,Europe in the 20th Century
  HIS243H1,"Early Modern Europe, 1450-1648"
  HIS244H1,"Early Modern Europe, 1648-1815"
  HIS245H1,"European Colonialism, 1700- 1965"
  HIS250Y1,History of Russia
  HIS251Y1,History of East Central Europe
  HIS262H1,Canada: A Short History of Here
  HIS264H1,Critical Issues in Canadian History
  HIS265Y1,Black Canadian History
  HIS266H1,Asian Canadian History
  HIS267H1,Business History
  HIS268H1,Law and History
  HIS271Y1,American History Since 1607
  HIS280Y1,History of China
  HIS282Y1,History of South Asia
  HIS283Y1,History of Southeast Asia: How the Lands Below the Winds Reshaped the World
  HIS285H1,History of Chinese Overseas
  HIS291H1,Latin America: The Colonial Period
  HIS292H1,Latin America: The National Period
  HIS293H1,"The Making of the Atlantic World, 1480-1804"
  HIS295Y1,History of Africa
  HIS297Y1,History of Africa from a Gender Perspective
  HIS298Y1,Themes & Issues in History
  HIS299Y1,Research Opportunity Program
  HIS300H1,Energy and Environment in North American History
  HIS302H1,Material Culture in Victorian Britain
  HIS303H1,"The Mediterranean, 600-1300: Crusade, Colonialism, Diaspora"
  HIS304H1,Topics in Middle East History
  HIS306H1,Islam and Muslims in the Balkans
  HIS308H1,"The Mediterranean, 1300-1700"
  HIS309H1,The European Reformations
  HIS310H1,Histories of North American Consumer Culture
  HIS311Y1,Introduction to Canadian International Relations
  HIS312H1,Immigration to Canada
  HIS313H1,Animal History
  HIS314H1,"Language, Empire, and Encounter in Francophone Canada"
  HIS315H1,Vietnamese Histories
  HIS316H1,Competing Colonialism in Northeast China The Harbin Experiment
  HIS317H1,20th Century Germany
  HIS318H1,"The ""Wild"" West in Canada"
  HIS320H1,Barbarian Invasions and the Fall of the Roman Empire
  HIS321H1,"Dark Age Europe, 7th 10th Centuries"
  HIS323H1,Rites of Passage and Daily Life in the Middle Ages
  HIS324H1,"British Imperial Experience, 1600-2000"
  HIS325H1,Imperial Russia
  HIS326H1,Topics in Chinese History
  HIS327H1,Rome: The City in History
  HIS328H1,Modern China
  HIS329H1,Central Middle Ages (900-1200)
  HIS330H1,Germany from Frederick the Great to the First World War
  HIS332H1,Crime in English Society
  HIS333H1,"Catholic Asia in the Early Modern Era, 1500-1800"
  HIS336H1,Medieval Spain
  HIS337H1,"Culture, Politics and Society in 18th Century Britain"
  HIS338H1,"The Holocaust, to 1942"
  HIS339H1,History of Modern Israel
  HIS340H1,"The Ottoman Empire, 1800-1922"
  HIS341Y1,Germany Among the Global Empires 1840-2010
  HIS342H1,Political and Psychological Liberation in 20th Century Africa
  HIS343H1,History of Modern Intelligence
  HIS344H1,The Global Cold War
  HIS345H1,History and Film
  HIS346H1,"Rice, Sugar, and Spice in Southeast Asia: a History of Food in the Region"
  HIS347H1,The Country House in England 1837-1939
  HIS348H1,Topics in Gender History
  HIS349H1,History of Britain: Struggle for Power
  HIS351Y1,History of Twentieth-Century Russia
  HIS352H1,A History of Women in Pre-colonial East Africa
  HIS353Y1,Poland: A Crossroads of Europe
  HIS355H1,A History of Pre-modern Medicine
  HIS356H1,War in Canadian History
  HIS357Y0,The Renaissance
  HIS357Y1,A Social History of Renaissance Europe
  HIS358H1,Canadian History in 100 Objects
  HIS359H1,Regional Politics and Radical Movements in the 20th Century Caribbean
  HIS360H1,Critical Histories of the Black Canadian Experience
  HIS361H1,"The Holocaust, from 1942"
  HIS363H1,Dynamics of Gender in Canadian History
  HIS364H1,From Revolution to Revolution: Hungary Since 1848
  HIS365H1,History of the Great Lakes Region
  HIS366H1,Indigenous Histories of the Great Lakes from 1815 to the Present
  HIS367Y0,"The City in Central Europe – Ideas, Culture, Revolutions and Renewal"
  HIS368H1,"Early Modern Britain, 1485-1660"
  HIS369H1,"Indigenous Histories of the Great Lakes, to 1830"
  HIS370H1,Modern Palestine
  HIS371H1,Canadian Political History
  HIS372H1,Topics in U.S. History
  HIS373H1,"Servants and Masters, 1000- 1700"
  HIS376H1,The United States: Now and Then
  HIS377H1,20th-Century American Foreign Relations
  HIS378H1,America in the 1960s
  HIS379H1,Vietnam at War
  HIS382H1,China from the Mongols to the Last Emperor
  HIS383Y1,Women in African History
  HIS384H1,The Baltic Sea Region from the Vikings to the Age of Nationalisms
  HIS385H1,The History of Hong Kong
  HIS385Y0,The History of Hong Kong
  HIS386H1,Fascism
  HIS387H1,"France, 1610-1848"
  HIS388H1,France Since 1830
  HIS389H1,Topics in History
  HIS389Y1,Topics in History
  HIS390H1,Slavery in Latin America
  HIS391Y1,Black Freedom in the Atlantic World
  HIS392Y1,Screening Freedom
  HIS393H1,Digital History
  HIS394H1,20th and 21st Century African Icons: Media and Biography
  HIS395H1,Independent Studies
  HIS395Y1,Independent Studies
  HIS396H1,The Progressive Era and Rise of Big Business in America
  HIS397H1,Political Violence and Human Rights in Latin America
  HIS398H0,Research Excursions
  HIS398Y0,Research Excursions
  HIS399Y1,Research Opportunity Program
  HIS400H1,The American War in Vietnam
  HIS401H1,The Cold War through its Archives
  HIS402H1,Canada and Decolonization
  HIS403H1,Jews and Christians in Medieval and Renaissance Europe
  HIS404H1,Topics in U.S. History
  HIS405Y1,Canadian Foreign Relations
  HIS406H1,Advanced Topics in Gender History
  HIS407H1,"Imperial Germany, 1871-1918"
  HIS408H1,Topics in Environmental History
  HIS411H1,Great Trials in History
  HIS413H1,Slave Emancipation in the Atlantic World
  HIS414H1,Down and Out in Medieval Europe
  HIS415Y1,Nationalism & Memory in Modern Europe
  HIS416H1,Orientalism and Nationalism in Nineteenth-Century Germany
  HIS417Y1,The Oldest Profession in Canada: Sex Work Histories in Comparative Contexts
  HIS418H1,Themes in Canadian Environmental History
  HIS419H1,"Canada By Treaty: Alliances, Title Transfers and Land Claims"
  HIS420H1,Russia's Great Patriotic Wars
  HIS421H1,Oral History
  HIS422H1,"Early Modern English Popular Culture, 1500-1800"
  HIS423H1,Social History of Medicine in the 19th& 20th Centuries
  HIS424H1,Violence in Medieval Society
  HIS426H1,"Medieval Italy, 400-1000"
  HIS427H1,History and Historiography in the Golden Legend
  HIS428H1,Medieval Institutes of Perfection
  HIS429H1,Canada and Empire in the Twentieth Century
  HIS432H1,Topics in Medieval History
  HIS433H1,Polish Jews Since the Partition of Poland
  HIS434Y1,Kievan Rus
  HIS435H1,Themes in Toronto History
  HIS436H1,Stalinist Terror
  HIS437H1,Telling Lies About Hitler: Frauds and Famous Feuds Among German Historians
  HIS438H1,Inquisition and Society in Medieval and Early Modern Europe
  HIS439H1,Russia's Empire
  HIS440H1,Maps and History
  HIS442H1,Jews and the Holocaust in the Soviet Union
  HIS443H1,"Society, Culture and Religion in the Renaissance and Reformation"
  HIS444H1,Topics in Jewish History
  HIS445H1,Nationalism
  HIS446H1,Gender and Slavery in the Atlantic World
  HIS449Y1,Ukrainian National Revival
  HIS451H1,World War II in East Central Europe
  HIS455Y1,Hacking History: Digital Projects Capstone Class
  HIS457H1,The French Revolution and the Napoleonic Empire
  HIS459H1,"Soviet History and Film, 1921-1946"
  HIS460H1,"Soviet History and Film, 1941-1991"
  HIS461H1,Poland in the 20th Century
  HIS463H1,Cloth in American History to 1865
  HIS464H1,Religion and Violence in Comparative Perspective
  HIS465Y1,Gender and International Relations
  HIS466H1,Topics in Canadian History
  HIS467H1,"French Colonial Indochina: History, Cultures, Texts, Film"
  HIS470H1,"History, Rights, and Difference in South Asia"
  HIS472H1,Indigenous-Newcomer Relations in Canadian History
  HIS473H1,The United States and Asia since 1945
  HIS474H1,Emancipate Yourselves from Mental Slavery? Historical Narratives of Caribbean Decolonisation
  HIS475H1,Senior Thesis Seminar
  HIS476H1,Senior Thesis
  HIS477H1,Topics in the Social and Cultural History of Victorian Britain
  HIS479H1,US Foreign Policy Since World War II
  HIS480H1,Modernity and its Others: History and Postcolonial Critique
  HIS481H1,"Elite Women, Power, and Modernity in Twentieth-Century Africa"
  HIS482H1,Soccer: The History of the World's Game
  HIS484H1,The Car in North American History
  HIS485H1,Topics in Chinese History
  HIS486H1,Writing and Masculinity in Africa
  HIS487H1,Animal and Human Rights in Anglo-American Culture
